,Date,Model,Duration,PromoAmt,Forecast,Adj_Forecast,Adj_ForecastCY,Adj_ForecastNCY,Profit_Promo,Profit_NoPromo,incremental_Retail,PromoCost,incremental_Profit,Profitability,Retail,Retail_var1,Retail_var
0,2018-02-18,OUTLANDER 1000,1,2750,47,87.44999999999999,77.74,9.71,335346.68000000005,176503.44,40.44999999999999,240487.5,-81644.25999999995,27336538.59,7717.45,1.0052689852807086,0.005268985280708609
0,2018-02-18,OUTLANDER 1000,2,2750,118,224.97,206.63,18.340000000000003,869244.94,448654.0,106.97,618667.5,-198076.56000000006,27220106.290000003,7783.97,1.0139338283183537,0.013933828318353523
0,2018-02-18,OUTLANDER 1000,3,2750,179,334.29,298.69,35.60000000000001,1283406.8099999998,673474.03,155.29000000000002,919297.5,-309364.7200000002,27108818.130000003,7832.29,1.0202279536277192,0.020227953627719165
0,2018-02-18,OUTLANDER 1000,4,2750,239,446.4,398.94,47.46000000000001,1713897.73,899280.11,207.39999999999998,1227600.0,-412982.38,27005200.470000003,7884.4,1.0270157613651165,0.02701576136511658
0,2018-02-18,OUTLANDER 1000,5,2750,323,604.71,542.15,62.56000000000001,2323416.37,1216789.1,281.71000000000004,1662952.5,-556325.23,26861857.62,7958.71,1.0366953236941514,0.03669532369415136
0,2018-02-18,OUTLANDER 1000,6,2750,446,841.8399999999999,763.0999999999999,78.74000000000001,3242752.79,1687136.25,395.8399999999999,2315060.0,-759443.46,26658739.39,8072.84,1.0515618079979159,0.05156180799791584
0,2018-02-18,OUTLANDER 1000,7,2750,514,973.2199999999999,885.8499999999999,87.37,3752433.6,1947454.1800000002,459.2199999999999,2676355.0,-871375.5800000001,26546807.270000003,8136.22,1.0598176370978247,0.05981763709782466
0,2018-02-18,OUTLANDER 1000,8,2750,595,1129.25,1031.1,98.15,4357219.1899999995,2257074.74,534.25,3105437.5,-1005293.0500000007,26412889.8,8211.25,1.0695909860622639,0.06959098606226391
0,2018-02-18,OUTLANDER 1000,9,2750,696,1323.3,1211.1299999999999,112.17,5108768.88,2642621.37,627.3,3639075.0,-1172927.4900000002,26245255.36,8304.3,1.0817116060961312,0.08171160609613129
0,2018-02-18,OUTLANDER 1000,10,2750,822,1568.5,1442.31,126.19,6062064.96,3126773.28,746.5,4313375.0,-1378083.3199999998,26040099.53,8423.5,1.0972385046242021,0.09723850462420217
0,2018-02-18,OUTLANDER 1000,11,2750,906,1730.6699999999998,1593.6999999999998,136.97,6691068.010000001,3448226.47,824.6699999999998,4759342.5,-1516500.9599999995,25901681.89,8501.67,1.1074208675263775,0.10742086752637747
0,2018-02-18,OUTLANDER 1000,12,2750,1004,1922.4599999999998,1775.7799999999997,146.68,7437953.66,3825884.67,918.4599999999998,5286765.0,-1674696.0099999998,25743486.840000004,8595.46,1.119637879379966,0.1196378793799661
0,2018-02-18,OUTLANDER 1000,13,2750,1098,2102.1899999999996,1941.4899999999998,160.70000000000002,8133022.24,4183821.8200000003,1004.1899999999996,5781022.5,-1831822.08,25586360.770000003,8681.189999999999,1.130805001953888,0.1308050019538882
0,2018-02-18,OUTLANDER 1000,14,2750,1171,2244.77,2076.52,168.25000000000003,8687943.16,4464846.86,1073.77,6173117.5,-1950021.2000000002,25468161.650000002,8750.77,1.1398684381920021,0.1398684381920021
0,2018-02-18,OUTLANDER 1000,15,2750,1286,2472.3,2295.42,176.88000000000002,9576859.84,4910542.69,1186.3000000000002,6798825.0,-2132507.8500000006,25285675.0,8863.3,1.1545265077504232,0.15452650775042337
0,2018-02-18,OUTLANDER 1000,1,3000,47,91.11999999999999,81.35,9.77,349762.77,176503.44,44.11999999999999,273360.0,-100100.66999999998,27318082.18,7721.12,1.0057470366028396,0.005747036602839649
0,2018-02-18,OUTLANDER 1000,2,3000,118,234.67999999999998,216.23,18.45,907434.76,448654.0,116.67999999999998,704040.0,-245259.24,27172923.610000003,7793.68,1.0151986453041553,0.015198645304155265
0,2018-02-18,OUTLANDER 1000,3,3000,179,348.39,312.57,35.82,1338803.26,673474.03,169.39,1045170.0,-379840.77,27038342.080000002,7846.39,1.0220646085710565,0.0220646085710564
0,2018-02-18,OUTLANDER 1000,4,3000,239,465.23,417.47,47.76,1787871.4100000001,899280.11,226.23000000000002,1395690.0,-507098.69999999984,26911084.150000002,7903.23,1.0294685423993748,0.02946854239937476
0,2018-02-18,OUTLANDER 1000,5,3000,323,630.2900000000001,567.33,62.959999999999994,2423914.87,1216789.1,307.2900000000001,1890870.0,-683744.23,26734438.62,7984.29,1.0400273544353262,0.04002735443532631
0,2018-02-18,OUTLANDER 1000,6,3000,446,877.7900000000001,798.5500000000001,79.24,3384054.15,1687136.25,431.7900000000001,2633370.0,-936452.1000000001,26481730.75,8108.79,1.0562446268073467,0.05624462680734663
0,2018-02-18,OUTLANDER 1000,7,3000,514,1014.92,927.0,87.91999999999999,3916364.87,1947454.1800000002,500.91999999999996,3044760.0,-1075849.31,26342333.540000003,8177.92,1.0652494463983326,0.06524944639833268
0,2018-02-18,OUTLANDER 1000,8,3000,595,1177.78,1079.0,98.77999999999999,4548010.54,2257074.74,582.78,3533340.0,-1242404.2000000002,26175778.650000002,8259.78,1.0759124658069559,0.07591246580695583
0,2018-02-18,OUTLANDER 1000,9,3000,696,1380.29,1267.4,112.88999999999999,5332839.5,2642621.37,684.29,4140870.0,-1450651.87,25967530.98,8361.29,1.0891350788068257,0.08913507880682559
0,2018-02-18,OUTLANDER 1000,10,3000,822,1636.3200000000002,1509.3200000000002,126.99999999999999,6328762.649999999,3126773.28,814.3200000000002,4908960.0,-1706970.6300000004,25711212.220000003,8491.32,1.1060726846424385,0.10607268464243848
0,2018-02-18,OUTLANDER 1000,11,3000,906,1805.6100000000001,1667.7500000000002,137.85999999999999,6985769.600000001,3448226.47,899.6100000000001,5416830.0,-1879286.8699999996,25538895.98,8576.61,1.1171824931613912,0.11718249316139119
0,2018-02-18,OUTLANDER 1000,12,3000,1004,2005.92,1858.2900000000002,147.63,7766200.760000001,3825884.67,1001.9200000000001,6017760.0,-2077443.9099999992,25340738.94,8678.92,1.1305093135339326,0.13050931353393252
0,2018-02-18,OUTLANDER 1000,13,3000,1098,2193.4400000000005,2031.7000000000003,161.74,8491906.01,4183821.8200000003,1095.4400000000005,6580320.0,-2272235.8100000005,25145947.04,8772.44,1.1426911553992445,0.14269115539924457
0,2018-02-18,OUTLANDER 1000,14,3000,1171,2342.3400000000006,2173.0000000000005,169.34,9071705.02,4464846.86,1171.3400000000006,7027020.0,-2420161.840000001,24998021.01,8848.34,1.1525778298814642,0.1525778298814642
0,2018-02-18,OUTLANDER 1000,15,3000,1286,2580.1000000000004,2402.0800000000004,178.02,10000921.69,4910542.69,1294.1000000000004,7740300.0,-2649921.000000001,24768261.85,8971.1,1.1685684512179237,0.16856845121792371
0,2018-02-25,OUTLANDER 1000,1,0,71,71.0,63.0,8.0,272150.56,272150.56,0.0,0.0,0.0,27418182.85,7677.0,1.0,0.0
0,2018-02-25,OUTLANDER 1000,2,0,132,132.0,108.0,24.0,496970.58999999997,496970.58999999997,0.0,0.0,0.0,27418182.85,7677.0,1.0,0.0
0,2018-02-25,OUTLANDER 1000,3,0,192,192.0,157.0,35.0,722776.67,722776.67,0.0,0.0,0.0,27418182.85,7677.0,1.0,0.0
0,2018-02-25,OUTLANDER 1000,4,0,276,276.0,227.0,49.0,1040285.65,1040285.65,0.0,0.0,0.0,27418182.85,7677.0,1.0,0.0
0,2018-02-25,OUTLANDER 1000,5,0,399,399.0,335.0,64.0,1510632.8199999998,1510632.8199999998,0.0,0.0,0.0,27418182.85,7677.0,1.0,0.0
0,2018-02-25,OUTLANDER 1000,6,0,467,467.0,395.0,72.0,1770950.7400000002,1770950.7400000002,0.0,0.0,0.0,27418182.85,7677.0,1.0,0.0
0,2018-02-25,OUTLANDER 1000,7,0,548,548.0,466.0,82.0,2080571.31,2080571.31,0.0,0.0,0.0,27418182.85,7677.0,1.0,0.0
0,2018-02-25,OUTLANDER 1000,8,0,649,649.0,554.0,95.0,2466117.92,2466117.92,0.0,0.0,0.0,27418182.85,7677.0,1.0,0.0
0,2018-02-25,OUTLANDER 1000,9,0,775,775.0,667.0,108.0,2950269.83,2950269.83,0.0,0.0,0.0,27418182.85,7677.0,1.0,0.0
0,2018-02-25,OUTLANDER 1000,10,0,859,859.0,741.0,118.0,3271723.02,3271723.02,0.0,0.0,0.0,27418182.85,7677.0,1.0,0.0
0,2018-02-25,OUTLANDER 1000,11,0,957,957.0,830.0,127.0,3649381.23,3649381.23,0.0,0.0,0.0,27418182.85,7677.0,1.0,0.0
0,2018-02-25,OUTLANDER 1000,12,0,1051,1051.0,911.0,140.0,4007318.37,4007318.37,0.0,0.0,0.0,27418182.85,7677.0,1.0,0.0
0,2018-02-25,OUTLANDER 1000,13,0,1124,1124.0,977.0,147.0,4288343.41,4288343.41,0.0,0.0,0.0,27418182.85,7677.0,1.0,0.0
0,2018-02-25,OUTLANDER 1000,14,0,1239,1239.0,1084.0,155.0,4734039.25,4734039.25,0.0,0.0,0.0,27418182.85,7677.0,1.0,0.0
0,2018-02-25,OUTLANDER 1000,15,0,1310,1310.0,1142.0,168.0,5001259.55,5001259.55,0.0,0.0,0.0,27418182.85,7677.0,1.0,0.0
0,2018-02-25,OUTLANDER 1000,1,250,71,77.05,68.99,8.06,295953.88,272150.56,6.049999999999997,19262.5,4540.820000000007,27422723.67,7683.05,1.0007880682558292,0.0007880682558290995
0,2018-02-25,OUTLANDER 1000,2,250,132,142.44,118.27,24.17,537980.51,496970.58999999997,10.439999999999998,35610.0,5399.920000000042,27423582.770000003,7687.44,1.0013599062133645,0.0013599062133645952
0,2018-02-25,OUTLANDER 1000,3,250,192,207.18,171.93,35.25,782403.2799999999,722776.67,15.180000000000007,51795.0,7831.60999999987,27426014.46,7692.18,1.001977334896444,0.001977334896443924
0,2018-02-25,OUTLANDER 1000,4,250,276,297.94,248.59,49.35,1126476.52,1040285.65,21.939999999999998,74485.0,11705.869999999995,27429888.720000003,7698.94,1.002857887195519,0.0028578871955190826
0,2018-02-25,OUTLANDER 1000,5,250,399,431.32000000000005,366.86,64.46000000000001,1637656.13,1510632.8199999998,32.32000000000005,107830.0,19193.310000000056,27437376.16,7709.32,1.0042099778559332,0.004209977855933314
0,2018-02-25,OUTLANDER 1000,6,250,467,505.08000000000004,432.56,72.52000000000001,1920633.5499999998,1770950.7400000002,38.08000000000004,126270.0,23412.80999999959,27441595.66,7715.08,1.004960270939169,0.004960270939168952
0,2018-02-25,OUTLANDER 1000,7,250,548,592.9,510.31,82.59,2257084.61,2080571.31,44.89999999999998,148225.0,28288.299999999814,27446471.150000002,7721.9,1.0058486387911945,0.005848638791194474
0,2018-02-25,OUTLANDER 1000,8,250,649,702.3600000000001,606.6800000000001,95.68,2675910.5100000002,2466117.92,53.36000000000013,175590.0,34202.59000000032,27452385.44,7730.360000000001,1.0069506317571968,0.006950631757196838
0,2018-02-25,OUTLANDER 1000,9,250,775,839.19,730.4200000000001,108.77000000000001,3202689.47,2950269.83,64.19000000000005,209797.5,42622.14000000013,27460804.990000002,7741.1900000000005,1.0083613390647388,0.008361339064738838
0,2018-02-25,OUTLANDER 1000,10,250,859,930.3000000000001,811.46,118.84,3552116.99,3271723.02,71.30000000000007,232575.0,47818.970000000205,27466001.82,7748.3,1.0092874820893578,0.009287482089357832
0,2018-02-25,OUTLANDER 1000,11,250,957,1036.8200000000002,908.9200000000001,127.9,3963320.6999999997,3649381.23,79.82000000000016,259205.0,54734.46999999974,27472917.32,7756.82,1.0103972906083105,0.01039729060831056
0,2018-02-25,OUTLANDER 1000,12,250,1051,1138.6100000000001,997.6200000000001,140.99,4351894.51,4007318.37,87.61000000000013,284652.5,59923.639999999665,27478106.490000002,7764.610000000001,1.0114120098997004,0.01141200989970042
0,2018-02-25,OUTLANDER 1000,13,250,1124,1217.94,1069.9,148.04000000000002,4657837.1,4288343.41,93.94000000000005,304485.0,65008.68999999948,27483191.54,7770.9400000000005,1.0122365507359647,0.012236550735964576
0,2018-02-25,OUTLANDER 1000,14,250,1239,1343.17,1187.0700000000002,156.10000000000002,5143823.05,4734039.25,104.17000000000007,335792.5,73991.29999999981,27492174.150000002,7781.17,1.0135691025140028,0.013569102514002875
0,2018-02-25,OUTLANDER 1000,15,250,1310,1419.7700000000002,1250.5800000000002,169.19000000000003,5433042.18,5001259.55,109.77000000000021,354942.5,76840.12999999989,27495022.98,7786.77,1.0142985541227043,0.01429855412270421
0,2018-02-25,OUTLANDER 1000,1,500,71,83.09,74.98,8.11,319727.6,272150.56,12.090000000000003,41545.0,6032.039999999979,27424214.89,7689.09,1.0015748339194999,0.001574833919499805
0,2018-02-25,OUTLANDER 1000,2,500,132,152.88000000000002,128.54000000000002,24.34,578990.45,496970.58999999997,20.880000000000024,76440.0,5579.859999999986,27423762.71,7697.88,1.0027198124267291,0.0027198124267291944
0,2018-02-25,OUTLANDER 1000,3,500,192,222.36,186.86,35.5,842029.89,722776.67,30.360000000000014,111180.0,8073.219999999972,27426256.07,7707.36,1.0039546697928878,0.003954669792887848
0,2018-02-25,OUTLANDER 1000,4,500,276,319.87,270.17,49.7,1212627.96,1040285.65,43.870000000000005,159935.0,12407.30999999994,27430590.16,7720.87,1.0057144717988797,0.005714471798879771
0,2018-02-25,OUTLANDER 1000,5,500,399,463.62,398.71000000000004,64.91,1764610.4200000002,1510632.8199999998,64.62,231810.0,22167.600000000326,27440350.450000003,7741.62,1.0084173505275498,0.008417350527549826
0,2018-02-25,OUTLANDER 1000,6,500,467,543.14,470.12,73.02,2070257.2,1770950.7400000002,76.13999999999999,271570.0,27736.45999999973,27445919.310000002,7753.14,1.0099179366940212,0.0099179366940211
0,2018-02-25,OUTLANDER 1000,7,500,548,637.78,554.62,83.16,2433538.7399999998,2080571.31,89.77999999999997,318890.0,34077.4299999997,27452260.28,7766.78,1.0116946723980722,0.01169467239807216
0,2018-02-25,OUTLANDER 1000,8,500,649,755.7,659.35,96.35,2885634.07,2466117.92,106.70000000000005,377850.0,41666.14999999991,27459849.0,7783.7,1.0138986583300769,0.01389865833007686
0,2018-02-25,OUTLANDER 1000,9,500,775,903.38,793.84,109.53999999999999,3455109.11,2950269.83,128.38,451690.0,53149.279999999795,27471332.130000003,7805.38,1.0167226781294776,0.01672267812947766
0,2018-02-25,OUTLANDER 1000,10,500,859,1001.59,881.9100000000001,119.67999999999999,3832471.5,3271723.02,142.59000000000003,500795.0,59953.47999999998,27478136.330000002,7819.59,1.0185736615865573,0.018573661586557252
0,2018-02-25,OUTLANDER 1000,11,500,957,1116.64,987.83,128.81,4277250.3100000005,3649381.23,159.6400000000001,558320.0,69549.08000000054,27487731.930000003,7836.64,1.020794581216621,0.02079458121662109
0,2018-02-25,OUTLANDER 1000,12,500,1051,1226.23,1084.23,142.0,4696490.359999999,4007318.37,175.23000000000002,613115.0,76056.98999999929,27494239.84,7852.23,1.022825322391559,0.022825322391559204
0,2018-02-25,OUTLANDER 1000,13,500,1124,1311.8799999999999,1162.78,149.1,5027311.07,4288343.41,187.87999999999988,655940.0,83027.66000000015,27501210.51,7864.88,1.024473101471929,0.024473101471929125
0,2018-02-25,OUTLANDER 1000,14,500,1239,1447.34,1290.1299999999999,157.20999999999998,5553597.0,4734039.25,208.33999999999992,723670.0,95887.75,27514070.6,7885.34,1.0271382050280058,0.02713820502800572
0,2018-02-25,OUTLANDER 1000,15,500,1310,1529.56,1359.1599999999999,170.39999999999998,5864883.99,5001259.55,219.55999999999995,764780.0,98844.44000000041,27517027.290000003,7896.5599999999995,1.0285997134297251,0.028599713429725147
0,2018-02-25,OUTLANDER 1000,1,750,71,89.14,80.97,8.17,343530.91000000003,272150.56,18.14,66855.0,4525.350000000035,27422708.200000003,7695.14,1.0023629021753289,0.0023629021753289047
0,2018-02-25,OUTLANDER 1000,2,750,132,163.32,138.81,24.509999999999998,620000.39,496970.58999999997,31.319999999999993,122490.0,539.8000000000466,27418722.650000002,7708.32,1.0040797186400938,0.004079718640093786
0,2018-02-25,OUTLANDER 1000,3,750,192,237.54,201.79,35.75,901656.5,722776.67,45.53999999999999,178155.0,724.8299999999581,27418907.68,7722.54,1.0059320046893319,0.005932004689331769
0,2018-02-25,OUTLANDER 1000,4,750,276,341.81,291.76,50.05,1298818.82,1040285.65,65.81,256357.5,2175.670000000042,27420358.520000003,7742.81,1.008572358994399,0.008572358994398854
0,2018-02-25,OUTLANDER 1000,5,750,399,495.93,430.56,65.37,1891594.29,1510632.8199999998,96.93,371947.5,9013.970000000205,27427196.82,7773.93,1.0126260257913249,0.012626025791324737
0,2018-02-25,OUTLANDER 1000,6,750,467,581.21,507.67,73.54,2219900.56,1770950.7400000002,114.21000000000004,435907.5,13042.319999999832,27431225.17,7791.21,1.0148769050410316,0.014876905041031658
0,2018-02-25,OUTLANDER 1000,7,750,548,682.6700000000001,598.9200000000001,83.75,2610012.6,2080571.31,134.67000000000007,512002.5,17438.790000000037,27435621.64,7811.67,1.0175420085971083,0.017542008597108256
0,2018-02-25,OUTLANDER 1000,8,750,649,809.0500000000001,712.0200000000001,97.03,3095387.21,2466117.92,160.05000000000007,606787.5,22481.790000000037,27440664.64,7837.05,1.0208479874951153,0.020847987495115287
0,2018-02-25,OUTLANDER 1000,9,750,775,967.5600000000002,857.2500000000001,110.31,3707489.32,2950269.83,192.56000000000017,725670.0,31549.489999999758,27449732.34,7869.56,1.0250827146020582,0.025082714602058118
0,2018-02-25,OUTLANDER 1000,10,750,859,1072.88,952.3600000000001,120.52000000000001,4112826.02,3271723.02,213.8800000000001,804660.0,36443.0,27454625.85,7890.88,1.0278598410837567,0.02785984108375669
0,2018-02-25,OUTLANDER 1000,11,750,957,1196.4600000000003,1066.7500000000002,129.71,4591189.79,3649381.23,239.46000000000026,897345.0,44463.560000000056,27462646.41,7916.46,1.0311918718249315,0.031191871824931647
0,2018-02-25,OUTLANDER 1000,12,750,1051,1313.8400000000001,1170.8500000000001,142.99,5041066.5,4007318.37,262.84000000000015,985380.0,48368.12999999989,27466550.98,7939.84,1.0342373322912597,0.03423733229125962
0,2018-02-25,OUTLANDER 1000,13,750,1124,1405.8200000000002,1255.68,150.14000000000001,5396804.75,4288343.41,281.82000000000016,1054365.0,54096.33999999985,27472279.19,7958.82,1.0367096522078936,0.03670965220789373
0,2018-02-25,OUTLANDER 1000,14,750,1239,1551.51,1393.2,158.31,5963380.8,4734039.25,312.51,1163632.5,65709.04999999981,27483891.900000002,7989.51,1.0407073075420086,0.040707307542008596
0,2018-02-25,OUTLANDER 1000,15,750,1310,1639.33,1467.74,171.59,6296666.62,5001259.55,329.3299999999999,1229497.5,65909.5700000003,27484092.42,8006.33,1.0428982675524294,0.04289826755242933
0,2018-02-25,OUTLANDER 1000,1,1000,71,95.19,86.96,8.23,367334.23000000004,272150.56,24.189999999999998,95190.0,-6.3299999999580905,27418176.520000003,7701.19,1.0031509704311579,0.003150970431158004
0,2018-02-25,OUTLANDER 1000,2,1000,132,173.76,149.07,24.69,661000.46,496970.58999999997,41.75999999999999,173760.0,-9730.130000000005,27408452.720000003,7718.76,1.0054396248534585,0.005439624853458381
0,2018-02-25,OUTLANDER 1000,3,1000,192,252.7,216.7,36.0,961204.22,722776.67,60.69999999999999,252700.0,-14272.45000000007,27403910.400000002,7737.7,1.007906734401459,0.007906734401458901
0,2018-02-25,OUTLANDER 1000,4,1000,276,363.71999999999997,313.32,50.4,1384891.3699999999,1040285.65,87.71999999999997,363720.0,-19114.280000000144,27399068.57,7764.72,1.0114263384134428,0.011426338413442746
0,2018-02-25,OUTLANDER 1000,5,1000,399,528.22,462.39,65.83,2018499.28,1510632.8199999998,129.22000000000003,528220.0,-20353.539999999804,27397829.310000002,7806.22,1.0168320958707828,0.01683209587078286
0,2018-02-25,OUTLANDER 1000,6,1000,467,619.27,545.21,74.06,2369504.48,1770950.7400000002,152.26999999999998,619270.0,-20716.260000000242,27397466.59,7829.27,1.0198345707958838,0.019834570795883806
0,2018-02-25,OUTLANDER 1000,7,1000,548,727.5600000000001,643.21,84.35,2786476.61,2080571.31,179.56000000000006,727560.0,-21654.700000000186,27396528.150000002,7856.56,1.0233893447961444,0.023389344796144334
0,2018-02-25,OUTLANDER 1000,8,1000,649,862.4000000000001,764.6800000000001,97.72,3305130.49,2466117.92,213.4000000000001,862400.0,-23387.429999999702,27394795.42,7890.4,1.0277973166601537,0.02779731666015372
0,2018-02-25,OUTLANDER 1000,9,1000,775,1031.74,920.6500000000001,111.09,3959859.6599999997,2950269.83,256.74,1031740.0,-22150.17000000039,27396032.68,7933.74,1.0334427510746385,0.03344275107463853
0,2018-02-25,OUTLANDER 1000,10,1000,859,1144.17,1022.7900000000001,121.38,4393160.82,3271723.02,285.1700000000001,1144170.0,-22732.19999999972,27395450.650000002,7962.17,1.0371460205809562,0.03714602058095611
0,2018-02-25,OUTLANDER 1000,11,1000,957,1276.2800000000002,1145.64,130.64,4905099.68,3649381.23,319.2800000000002,1276280.0,-20561.55000000028,27397621.3,7996.280000000001,1.0415891624332423,0.04158916243324218
0,2018-02-25,OUTLANDER 1000,12,1000,1051,1401.45,1257.44,144.01,5385613.05,4007318.37,350.45000000000005,1401450.0,-23155.320000000298,27395027.53,8027.45,1.04564934219096,0.045649342190960014
0,2018-02-25,OUTLANDER 1000,13,1000,1124,1499.75,1348.54,151.20999999999998,5766229.41,4288343.41,375.75,1499750.0,-21864.0,27396318.85,8052.75,1.0489449003517,0.048944900351699884
0,2018-02-25,OUTLANDER 1000,14,1000,1239,1655.67,1496.23,159.43999999999997,6373095.57,4734039.25,416.6700000000001,1655670.0,-16613.679999999702,27401569.17,8093.67,1.054275107463853,0.05427510746385308
0,2018-02-25,OUTLANDER 1000,15,1000,1310,1749.1,1576.29,172.80999999999997,6728419.69,5001259.55,439.0999999999999,1749100.0,-21939.859999999404,27396242.990000002,8116.1,1.0571968216751335,0.057196821675133507
0,2018-02-25,OUTLANDER 1000,1,1250,71,101.24000000000001,92.95,8.29,391137.54,272150.56,30.24000000000001,126550.0,-7563.020000000019,27410619.830000002,7707.24,1.003939038686987,0.003939038686987106
0,2018-02-25,OUTLANDER 1000,2,1250,132,184.2,159.34,24.86,702010.3899999999,496970.58999999997,52.19999999999999,230250.0,-25210.20000000007,27392972.650000002,7729.2,1.006799531066823,0.006799531066822976
0,2018-02-25,OUTLANDER 1000,3,1250,192,267.88,231.63,36.25,1020830.83,722776.67,75.88,334850.0,-36795.840000000084,27381387.01,7752.88,1.0098840692979028,0.009884069297902826
0,2018-02-25,OUTLANDER 1000,4,1250,276,385.65999999999997,334.90999999999997,50.75,1471082.24,1040285.65,109.65999999999997,482075.0,-51278.41000000003,27366904.44,7786.66,1.014284225608962,0.01428422560896183
0,2018-02-25,OUTLANDER 1000,5,1250,399,560.53,494.25,66.28,2145493.02,1510632.8199999998,161.52999999999997,700662.5,-65802.29999999981,27352380.55,7838.53,1.0210407711345577,0.021040771134557767
0,2018-02-25,OUTLANDER 1000,6,1250,467,657.3399999999999,582.77,74.57,2519157.6999999997,1770950.7400000002,190.33999999999992,821675.0,-73468.0400000005,27344714.810000002,7867.34,1.0247935391428944,0.02479353914289435
0,2018-02-25,OUTLANDER 1000,7,1250,548,772.4499999999999,687.52,84.92999999999999,2962960.33,2080571.31,224.44999999999993,965562.5,-83173.47999999998,27335009.37,7901.45,1.0292366809951803,0.0292366809951804
0,2018-02-25,OUTLANDER 1000,8,1250,649,915.74,817.35,98.38999999999999,3514854.05,2466117.92,266.74,1144675.0,-95938.87000000011,27322243.98,7943.74,1.0347453432330338,0.034745343233033736
0,2018-02-25,OUTLANDER 1000,9,1250,775,1095.92,984.07,111.85,4212249.720000001,2950269.83,320.9200000000001,1369900.0,-107920.1099999994,27310262.740000002,7997.92,1.041802787547219,0.04180278754721897
0,2018-02-25,OUTLANDER 1000,10,1250,859,1215.46,1093.25,122.21,4673525.199999999,3271723.02,356.46000000000004,1519325.0,-117522.82000000076,27300660.03,8033.46,1.0464322000781556,0.04643220007815554
0,2018-02-25,OUTLANDER 1000,11,1250,957,1356.09,1224.56,131.53,5219009.569999999,3649381.23,399.0899999999999,1695112.5,-125484.16000000061,27292698.69,8076.09,1.0519851504493942,0.051985150449394286
0,2018-02-25,OUTLANDER 1000,12,1250,1051,1489.06,1344.07,144.99,5730199.04,4007318.37,438.05999999999995,1861325.0,-138444.33000000007,27279738.520000003,8115.0599999999995,1.0570613520906604,0.057061352090660405
0,2018-02-25,OUTLANDER 1000,13,1250,1124,1593.6899999999998,1441.4499999999998,152.24,6135732.96,4288343.41,469.6899999999998,1992112.5,-144722.9500000002,27273459.900000002,8146.69,1.0611814510876645,0.06118145108766443
0,2018-02-25,OUTLANDER 1000,14,1250,1239,1759.8499999999997,1599.3199999999997,160.53,6782928.68,4734039.25,520.8499999999997,2199812.5,-150923.0700000003,27267259.78,8197.85,1.0678455125700144,0.06784551257001428
0,2018-02-25,OUTLANDER 1000,15,1250,1310,1858.8799999999997,1684.8899999999996,173.99,7160251.62,5001259.55,548.8799999999997,2323600.0,-164607.9299999997,27253574.92,8225.88,1.071496678389996,0.07149667838999604
0,2018-02-25,OUTLANDER 1000,1,1500,71,107.28,98.94,8.34,414911.27999999997,272150.56,36.28,160920.0,-18159.280000000028,27400023.57,7713.28,1.0047258043506577,0.004725804350657809
0,2018-02-25,OUTLANDER 1000,2,1500,132,194.63000000000002,169.61,25.02,742990.75,496970.58999999997,62.630000000000024,291945.0,-45924.83999999997,27372258.01,7739.63,1.0081581346880293,0.008158134688029181
0,2018-02-25,OUTLANDER 1000,3,1500,192,283.05,246.56,36.49,1080427.85,722776.67,91.05000000000001,424575.0,-66923.81999999995,27351259.03,7768.05,1.0118601016021884,0.011860101602188356
0,2018-02-25,OUTLANDER 1000,4,1500,276,407.58000000000004,356.49,51.09,1557204.08,1040285.65,131.58000000000004,611370.0,-94451.56999999995,27323731.28,7808.58,1.0171395076201641,0.017139507620164134
0,2018-02-25,OUTLANDER 1000,5,1500,399,592.83,526.1,66.73,2272447.31,1510632.8199999998,193.83000000000004,889245.0,-127430.50999999978,27290752.340000004,7870.83,1.0252481438061742,0.02524814380617429
0,2018-02-25,OUTLANDER 1000,6,1500,467,695.4000000000001,620.33,75.07000000000001,2668781.35,1770950.7400000002,228.4000000000001,1043100.0,-145269.39000000013,27272913.46,7905.4,1.0297512048977464,0.029751204897746526
0,2018-02-25,OUTLANDER 1000,7,1500,548,817.33,731.83,85.5,3139414.4699999997,2080571.31,269.33000000000004,1225995.0,-167151.84000000032,27251031.01,7946.33,1.035082714602058,0.0350827146020581
0,2018-02-25,OUTLANDER 1000,8,1500,649,969.0899999999999,870.03,99.06,3724617.06,2466117.92,320.0899999999999,1453635.0,-195135.85999999987,27223046.990000002,7997.09,1.0416946723980722,0.041694672398072154
0,2018-02-25,OUTLANDER 1000,9,1500,775,1160.1100000000001,1047.49,112.62,4464669.36,2950269.83,385.1100000000001,1740165.0,-225765.46999999974,27192417.380000003,8062.110000000001,1.050164126611958,0.050164126611957814
0,2018-02-25,OUTLANDER 1000,10,1500,859,1286.75,1163.7,123.05000000000001,4953879.71,3271723.02,427.75,1930125.0,-247968.31000000006,27170214.540000003,8104.75,1.0557183795753549,0.05571837957535496
0,2018-02-25,OUTLANDER 1000,11,1500,957,1435.91,1303.47,132.44,5532939.1899999995,3649381.23,478.9100000000001,2153865.0,-270307.0400000005,27147875.810000002,8155.91,1.0623824410577047,0.062382441057704845
0,2018-02-25,OUTLANDER 1000,12,1500,1051,1576.68,1430.68,146.0,6074794.89,4007318.37,525.6800000000001,2365020.0,-297543.48000000045,27120639.37,8202.68,1.0684746645825192,0.06847466458251922
