,Date,Model,Duration,PromoAmt,Forecast,Adj_Forecast,Adj_ForecastCY,Adj_ForecastNCY,Profit_Promo,Profit_NoPromo,incremental_Retail,PromoCost,incremental_Profit,Profitability,Retail,Retail_var1,Retail_var
0,2018-12-23,OUTLANDER 1000,7,250,418,446.65999999999997,319.75999999999993,126.9,1636591.19,1524437.55,28.659999999999968,111665.0,488.63999999989755,27418671.490000002,7705.66,1.0037332291259606,0.0037332291259606575
0,2018-12-23,OUTLANDER 1000,8,250,474,506.8399999999999,366.8499999999999,139.99,1861046.3800000001,1732494.69,32.83999999999992,126710.0,1841.690000000177,27420024.540000003,7709.84,1.00427771264817,0.004277712648169847
0,2018-12-23,OUTLANDER 1000,9,250,529,565.1399999999999,402.9899999999999,162.15,2069142.9500000002,1927733.13,36.13999999999987,141285.0,124.82000000029802,27418307.67,7713.139999999999,1.0047075680604403,0.004707568060440259
0,2018-12-23,OUTLANDER 1000,10,250,616,658.8299999999999,478.5499999999999,180.28,2420798.94,2253130.54,42.82999999999993,164707.5,2960.899999999907,27421143.75,7719.83,1.0055790022144067,0.0055790022144066595
0,2018-12-23,OUTLANDER 1000,11,250,679,727.02,537.68,189.34,2680821.0500000003,2492741.35,48.01999999999998,181755.0,6324.700000000186,27424507.55,7725.02,1.006255047544614,0.006255047544613779
0,2018-12-23,OUTLANDER 1000,12,250,753,806.1199999999999,594.6199999999999,211.5,2970957.21,2762919.8,53.11999999999989,201530.0,6507.410000000149,27424690.26,7730.12,1.0069193695453953,0.0069193695453953225
0,2018-12-23,OUTLANDER 1000,13,250,833,892.68,669.0899999999999,223.59,3300446.74,3066624.05,59.67999999999995,223170.0,10652.69000000041,27428835.540000003,7736.68,1.0077738700013026,0.007773870001302586
0,2018-12-23,OUTLANDER 1000,14,250,974,1044.1899999999998,787.3599999999999,256.83,3865257.75,3590218.06,70.18999999999983,261047.5,13992.189999999944,27432175.040000003,7747.19,1.009142894359776,0.009142894359775932
0,2018-12-23,OUTLANDER 1000,15,250,1054,1130.57,859.6399999999999,270.93,4192055.35,3891950.21,76.56999999999994,282642.5,17462.64000000013,27435645.490000002,7753.57,1.0099739481568322,0.009973948156832087
0,2018-12-23,OUTLANDER 1000,1,500,83,93.33,61.89,31.44,337111.72,296801.88,10.329999999999998,46665.0,-6355.160000000033,27411827.69,7687.33,1.0013455776996223,0.001345577699622248
0,2018-12-23,OUTLANDER 1000,2,500,121,136.62,94.02000000000001,42.6,496852.25999999995,435835.31999999995,15.620000000000005,68310.0,-7293.059999999998,27410889.790000003,7692.62,1.0020346489514134,0.002034648951413313
0,2018-12-23,OUTLANDER 1000,3,500,186,209.94000000000003,144.01000000000002,65.93,763037.2,669529.8200000001,23.940000000000026,104970.0,-11462.620000000112,27406720.23,7700.94,1.003118405627198,0.0031184056271981275
0,2018-12-23,OUTLANDER 1000,4,500,230,259.14000000000004,174.95000000000002,84.19000000000001,939087.0499999999,825326.15,29.140000000000043,129570.0,-15809.100000000093,27402373.75,7706.14,1.0037957535495636,0.0037957535495636375
0,2018-12-23,OUTLANDER 1000,5,500,276,312.13,217.8,94.33000000000001,1138092.23,996899.33,36.129999999999995,156065.0,-14872.099999999977,27403310.75,7713.13,1.004706265468282,0.0047062654682818806
0,2018-12-23,OUTLANDER 1000,6,500,367,416.74,301.11,115.63000000000001,1529693.2100000002,1335115.42,49.74000000000001,208370.0,-13792.20999999973,27404390.64,7726.74,1.0064790933958578,0.006479093395857758
0,2018-12-23,OUTLANDER 1000,7,500,418,475.33000000000004,347.53000000000003,127.80000000000001,1748784.27,1524437.55,57.33000000000004,237665.0,-13318.280000000028,27404864.57,7734.33,1.0074677608440796,0.007467760844079724
0,2018-12-23,OUTLANDER 1000,8,500,474,539.7,398.71000000000004,140.99,1989667.1,1732494.69,65.70000000000005,269850.0,-12677.589999999851,27405505.26,7742.7,1.0085580304806565,0.008558030480656512
0,2018-12-23,OUTLANDER 1000,9,500,529,601.29,437.99,163.3,2210592.2199999997,1927733.13,72.28999999999996,300645.0,-17785.91000000015,27400396.94,7749.29,1.0094164387130389,0.009416438713038943
0,2018-12-23,OUTLANDER 1000,10,500,616,701.6700000000001,520.11,181.56,2588506.79,2253130.54,85.67000000000007,350835.0,-15458.75,27402724.1,7762.67,1.0111593070209717,0.011159307020971744
0,2018-12-23,OUTLANDER 1000,11,500,679,775.0699999999999,584.38,190.69,2869009.2199999997,2492741.35,96.06999999999994,387535.0,-11267.130000000354,27406915.720000003,7773.07,1.0125140028657027,0.01251400286570274
0,2018-12-23,OUTLANDER 1000,12,500,753,859.27,646.27,213.0,3179112.95,2762919.8,106.26999999999998,429635.0,-13441.849999999627,27404741.0,7783.27,1.0138426468672659,0.013842646867265856
0,2018-12-23,OUTLANDER 1000,13,500,833,952.37,727.2,225.17,3534318.7300000004,3066624.05,119.37,476185.0,-8490.319999999367,27409692.53,7796.37,1.0155490425947635,0.01554904259476358
0,2018-12-23,OUTLANDER 1000,14,500,974,1114.38,855.74,258.64,4140317.17,3590218.06,140.3800000000001,557190.0,-7090.89000000013,27411091.96,7817.38,1.018285788719552,0.018285788719551922
0,2018-12-23,OUTLANDER 1000,15,500,1054,1207.1299999999999,934.29,272.84,4492140.8,3891950.21,153.12999999999988,603565.0,-3374.410000000149,27414808.44,7830.13,1.0199465937215058,0.01994659372150578
0,2018-12-23,OUTLANDER 1000,1,750,83,98.49,66.83,31.66,357246.91,296801.88,15.489999999999995,73867.5,-13422.47000000003,27404760.380000003,7692.49,1.002017715253354,0.0020177152533541742
0,2018-12-23,OUTLANDER 1000,2,750,121,144.43,101.53,42.9,527360.73,435835.31999999995,23.430000000000007,108322.5,-16797.089999999967,27401385.76,7700.43,1.00305197342712,0.0030519734271199695
0,2018-12-23,OUTLANDER 1000,3,750,186,221.89999999999998,155.51,66.39,809756.38,669529.8200000001,35.89999999999998,166425.0,-26198.44000000006,27391984.41,7712.9,1.0046763058486388,0.004676305848638788
0,2018-12-23,OUTLANDER 1000,4,750,230,273.71000000000004,188.93,84.78,995972.4400000001,825326.15,43.710000000000036,205282.5,-34636.20999999996,27383546.64,7720.71,1.0056936303243456,0.005693630324345452
0,2018-12-23,OUTLANDER 1000,5,750,276,330.19000000000005,235.20000000000002,94.99000000000001,1208673.8800000001,996899.33,54.190000000000055,247642.5,-35867.94999999984,27382314.900000002,7731.1900000000005,1.0070587469063437,0.007058746906343631
0,2018-12-23,OUTLANDER 1000,6,750,367,441.61,325.17,116.44000000000001,1626987.04,1335115.42,74.61000000000001,331207.5,-39335.87999999989,27378846.970000003,7751.61,1.0097186400937865,0.009718640093786637
0,2018-12-23,OUTLANDER 1000,7,750,418,503.99,375.29,128.70000000000002,1860937.92,1524437.55,85.99000000000001,377992.5,-41492.13000000012,27376690.720000003,7762.99,1.0112009899700403,0.011200989970040381
0,2018-12-23,OUTLANDER 1000,8,750,474,572.53,430.55,141.98000000000002,2118179.36,1732494.69,98.52999999999997,429397.5,-43712.830000000075,27374470.020000003,7775.53,1.012834440536668,0.012834440536667966
0,2018-12-23,OUTLANDER 1000,9,750,529,637.4100000000001,472.96000000000004,164.45000000000002,2351923.15,1927733.13,108.41000000000008,478057.5,-53867.47999999998,27364315.37,7785.41,1.0141214015891624,0.014121401589162443
0,2018-12-23,OUTLANDER 1000,10,750,616,744.4800000000001,561.6400000000001,182.84000000000003,2756096.32,2253130.54,128.48000000000013,558360.0,-55394.220000000205,27362788.630000003,7805.4800000000005,1.0167357040510616,0.01673570405106163
0,2018-12-23,OUTLANDER 1000,11,750,679,823.0700000000002,631.0400000000001,192.03000000000003,3057010.04,2492741.35,144.07000000000016,617302.5,-53033.810000000056,27365149.040000003,7821.07,1.0187664452259997,0.01876644522599976
0,2018-12-23,OUTLANDER 1000,12,750,753,912.3700000000001,697.8700000000001,214.50000000000003,3387071.4699999997,2762919.8,159.37000000000012,684277.5,-60125.830000000075,27358057.020000003,7836.37,1.0207594112283445,0.02075941122834442
0,2018-12-23,OUTLANDER 1000,13,750,833,1012.0300000000001,785.2700000000001,226.76000000000002,3768062.53,3066624.05,179.0300000000001,759022.5,-57584.02000000002,27360598.830000002,7856.03,1.0233203074117494,0.023320307411749393
0,2018-12-23,OUTLANDER 1000,14,750,974,1184.5400000000002,924.0700000000002,260.47,4415238.54,3590218.06,210.5400000000002,888405.0,-63384.52000000002,27354798.330000002,7887.54,1.0274247753028527,0.027424775302852703
0,2018-12-23,OUTLANDER 1000,15,750,1054,1283.6700000000003,1008.9000000000002,274.77000000000004,4792127.62,3891950.21,229.6700000000003,962752.5,-62575.08999999985,27355607.76,7906.67,1.0299166341018626,0.029916634101862745
0,2018-12-23,OUTLANDER 1000,1,1000,83,103.66,71.78,31.88,377421.55999999994,296801.88,20.659999999999997,103660.0,-23040.320000000065,27395142.53,7697.66,1.0026911553992446,0.002691155399244496
0,2018-12-23,OUTLANDER 1000,2,1000,121,152.24,109.05000000000001,43.19,557879.06,435835.31999999995,31.24000000000001,152240.0,-30196.259999999893,27387986.59,7708.24,1.0040692979028265,0.004069297902826626
0,2018-12-23,OUTLANDER 1000,3,1000,186,233.87,167.02,66.85,856515.0,669529.8200000001,47.870000000000005,233870.0,-46884.820000000065,27371298.03,7724.87,1.0062355086622379,0.006235508662237854
0,2018-12-23,OUTLANDER 1000,4,1000,230,288.27000000000004,202.91000000000003,85.36,1052828.24,825326.15,58.27000000000004,288270.0,-60767.91000000003,27357414.94,7735.27,1.007590204506969,0.007590204506968873
0,2018-12-23,OUTLANDER 1000,5,1000,276,348.25,252.60000000000002,95.65,1279255.54,996899.33,72.25,348250.0,-65893.78999999992,27352289.060000002,7749.25,1.0094112283444054,0.009411228344405366
0,2018-12-23,OUTLANDER 1000,6,1000,367,466.47,349.22,117.25,1724241.4200000002,1335115.42,99.47000000000003,466470.0,-77343.99999999977,27340838.85,7776.47,1.012956884199557,0.012956884199557123
0,2018-12-23,OUTLANDER 1000,7,1000,418,532.64,403.05,129.59,1973061.97,1524437.55,114.63999999999999,532640.0,-84015.58000000007,27334167.270000003,7791.64,1.0149329165038428,0.014932916503842646
0,2018-12-23,OUTLANDER 1000,8,1000,474,605.36,462.40000000000003,142.96,2246701.4699999997,1732494.69,131.36,605360.0,-91153.2200000002,27327029.630000003,7808.36,1.0171108505926794,0.017110850592679434
0,2018-12-23,OUTLANDER 1000,9,1000,529,673.5400000000001,507.95000000000005,165.59,2493303.4,1927733.13,144.54000000000008,673540.0,-107969.72999999998,27310213.12,7821.54,1.0188276670574443,0.018827667057444323
0,2018-12-23,OUTLANDER 1000,10,1000,616,787.2900000000001,603.19,184.1,2923705.56,2253130.54,171.29000000000008,787290.0,-116714.97999999998,27301467.87,7848.29,1.0223121010811516,0.022312101081151503
0,2018-12-23,OUTLANDER 1000,11,1000,679,871.09,677.73,193.35999999999999,3245099.6,2492741.35,192.09000000000003,871090.0,-118731.75,27299451.1,7869.09,1.0250214927706136,0.025021492770613524
0,2018-12-23,OUTLANDER 1000,12,1000,753,965.5,749.51,215.98999999999998,3595158.19,2762919.8,212.5,965500.0,-133261.60999999987,27284921.240000002,7889.5,1.0276800833658981,0.027680083365898136
0,2018-12-23,OUTLANDER 1000,13,1000,833,1071.7,843.37,228.32999999999998,4001865.5,3066624.05,238.70000000000005,1071700.0,-136458.5499999998,27281724.3,7915.7,1.0310928748208936,0.031092874820893585
0,2018-12-23,OUTLANDER 1000,14,1000,974,1254.71,992.44,262.27,4690228.92,3590218.06,280.71000000000004,1254710.0,-154699.14000000013,27263483.71,7957.71,1.0365650644783118,0.03656506447831184
0,2018-12-23,OUTLANDER 1000,15,1000,1054,1360.21,1083.54,276.66999999999996,5092144.029999999,3891950.21,306.21000000000004,1360210.0,-160016.18000000063,27258166.67,7983.21,1.0398866744822197,0.03988667448221962
0,2018-12-23,OUTLANDER 1000,1,1250,83,108.83,76.72,32.11,397586.33,296801.88,25.83,136037.5,-35253.04999999999,27382929.8,7702.83,1.003364595545135,0.003364595545134818
0,2018-12-23,OUTLANDER 1000,2,1250,121,160.06,116.56,43.5,588417.11,435835.31999999995,39.06,200075.0,-47493.20999999996,27370689.64,7716.06,1.0050879249706917,0.005087924970691677
0,2018-12-23,OUTLANDER 1000,3,1250,186,245.85,178.53,67.32,903303.2,669529.8200000001,59.849999999999994,307312.5,-73539.12000000011,27344643.73,7736.85,1.0077960140679953,0.00779601406799531
0,2018-12-23,OUTLANDER 1000,4,1250,230,302.84999999999997,216.89,85.96,1109743.2,825326.15,72.84999999999997,378562.5,-94145.45000000007,27324037.400000002,7749.85,1.0094893838739092,0.009489383873909074
0,2018-12-23,OUTLANDER 1000,5,1250,276,366.32,270.0,96.32,1349866.77,996899.33,90.32,457900.0,-104932.55999999994,27313250.290000003,7767.32,1.0117650123746256,0.011765012374625504
0,2018-12-23,OUTLANDER 1000,6,1250,367,491.34999999999997,373.28,118.07,1821564.82,1335115.42,124.34999999999997,614187.5,-127738.09999999986,27290444.75,7801.35,1.0161977334896444,0.016197733489644386
0,2018-12-23,OUTLANDER 1000,7,1250,418,561.3199999999999,430.82,130.5,2085284.63,1524437.55,143.31999999999994,701650.0,-140802.92000000016,27277379.93,7820.32,1.0186687508141201,0.018668750814120092
0,2018-12-23,OUTLANDER 1000,8,1250,474,638.22,494.26,143.96,2375322.19,1732494.69,164.22000000000003,797775.0,-154947.5,27263235.35,7841.22,1.0213911684251662,0.021391168425166085
0,2018-12-23,OUTLANDER 1000,9,1250,529,709.69,542.95,166.74,2634752.67,1927733.13,180.69000000000005,887112.5,-180092.95999999996,27238089.89,7857.6900000000005,1.0235365377100432,0.023536537710042993
0,2018-12-23,OUTLANDER 1000,10,1250,616,830.13,644.75,185.38,3091413.42,2253130.54,214.13,1037662.5,-199379.6200000001,27218803.23,7891.13,1.0278924058877166,0.027892405887716555
0,2018-12-23,OUTLANDER 1000,11,1250,679,919.1199999999999,724.42,194.7,3433218.74,2492741.35,240.1199999999999,1148900.0,-208422.60999999987,27209760.240000002,7917.12,1.0312778429073857,0.03127784290738568
0,2018-12-23,OUTLANDER 1000,12,1250,753,1018.62,801.14,217.48,3803205.46,2762919.8,265.62,1273275.0,-232989.33999999985,27185193.51,7942.62,1.0345994529112934,0.034599452911293474
0,2018-12-23,OUTLANDER 1000,13,1250,833,1131.38,901.47,229.91,4235698.05,3066624.05,298.3800000000001,1414225.0,-245151.0,27173031.85,7975.38,1.0388667448221962,0.03886674482219619
0,2018-12-23,OUTLANDER 1000,14,1250,974,1324.8999999999999,1060.81,264.09,4965278.48,3590218.06,350.89999999999986,1656125.0,-281064.5799999996,27137118.270000003,8027.9,1.0457079588380878,0.04570795883808778
0,2018-12-23,OUTLANDER 1000,15,1250,1054,1436.78,1158.19,278.59,5392259.050000001,3891950.21,382.78,1795975.0,-295666.1599999992,27122516.69,8059.78,1.0498606226390517,0.04986062263905171
0,2018-12-23,OUTLANDER 1000,1,1500,83,113.99,81.66,32.33,417721.53,296801.88,30.989999999999995,170985.0,-50065.34999999998,27368117.5,7707.99,1.0040367330988667,0.0040367330988667445
0,2018-12-23,OUTLANDER 1000,2,1500,121,167.86,124.06,43.8,618886.15,435835.31999999995,46.860000000000014,251790.0,-68739.16999999993,27349443.68,7723.86,1.0061039468542399,0.006103946854239939
0,2018-12-23,OUTLANDER 1000,3,1500,186,257.79999999999995,190.01999999999998,67.78,949982.94,669529.8200000001,71.79999999999995,386700.0,-106246.88000000012,27311935.970000003,7748.8,1.0093526116972775,0.009352611697277576
0,2018-12-23,OUTLANDER 1000,4,1500,230,317.4,230.84999999999997,86.55,1166549.71,825326.15,87.39999999999998,476100.0,-134876.44000000006,27283306.41,7764.4,1.011384655464374,0.011384655464374102
0,2018-12-23,OUTLANDER 1000,5,1500,276,384.37,287.39,96.97999999999999,1420408.99,996899.33,108.37,576555.0,-153045.33999999997,27265137.51,7785.37,1.0141161912205288,0.014116191220528852
0,2018-12-23,OUTLANDER 1000,6,1500,367,516.2,397.32,118.88,1918779.7599999998,1335115.42,149.20000000000005,774300.0,-190635.66000000015,27227547.19,7826.2,1.0194346750032564,0.019434675003256487
0,2018-12-23,OUTLANDER 1000,7,1500,418,589.96,458.57,131.39,2197369.25,1524437.55,171.96000000000004,884940.0,-212008.30000000005,27206174.55,7848.96,1.022399374755764,0.022399374755763975
0,2018-12-23,OUTLANDER 1000,8,1500,474,671.05,526.1,144.95,2503834.4499999997,1732494.69,197.04999999999995,1006575.0,-235235.24000000022,27182947.61,7874.05,1.0256675784811775,0.02566757848117754
0,2018-12-23,OUTLANDER 1000,9,1500,529,745.82,577.9300000000001,167.89,2776123.05,1927733.13,216.82000000000005,1118730.0,-270340.0800000001,27147842.770000003,7893.82,1.0282428031783248,0.028242803178324873
0,2018-12-23,OUTLANDER 1000,10,1500,616,872.95,686.2900000000001,186.66,3259042.3899999997,2253130.54,256.95000000000005,1309425.0,-303513.1500000004,27114669.700000003,7933.95,1.0334701055099649,0.033470105509964834
0,2018-12-23,OUTLANDER 1000,11,1500,679,967.1400000000001,771.09,196.05,3621288.58,2492741.35,288.1400000000001,1450710.0,-322162.77,27096020.080000002,7965.14,1.0375328904519996,0.03753289045199949
0,2018-12-23,OUTLANDER 1000,12,1500,753,1071.74,852.75,218.99,4011233.0100000002,2762919.8,318.74,1607610.0,-359296.7899999996,27058886.060000002,7995.74,1.0415188224566887,0.04151882245668881
0,2018-12-23,OUTLANDER 1000,13,1500,833,1191.04,959.54,231.5,4469441.850000001,3066624.05,358.03999999999996,1786560.0,-383742.19999999925,27034440.650000002,8035.04,1.046638009639182,0.046638009639181965
0,2018-12-23,OUTLANDER 1000,14,1500,974,1395.06,1129.15,265.90999999999997,5240209.71,3590218.06,421.05999999999995,2092590.0,-442598.3500000001,26975584.5,8098.0599999999995,1.0548469454213885,0.05484694542138856
0,2018-12-23,OUTLANDER 1000,15,1500,1054,1513.3100000000002,1232.8000000000002,280.51,5692216.29,3891950.21,459.3100000000002,2269965.0,-469698.9199999999,26948483.93,8136.31,1.0598293604272502,0.05982936042725025
0,2018-12-23,OUTLANDER 1000,1,1750,83,119.16,86.61,32.55,437896.16,296801.88,36.16,208530.0,-67435.72000000003,27350747.130000003,7713.16,1.004710173244757,0.004710173244757066
0,2018-12-23,OUTLANDER 1000,2,1750,121,175.67999999999998,131.57999999999998,44.099999999999994,649434.06,435835.31999999995,54.67999999999998,307440.0,-93841.2599999999,27324341.59,7731.68,1.007122573922105,0.007122573922104986
0,2018-12-23,OUTLANDER 1000,3,1750,186,269.78,201.52999999999997,68.25,996771.1399999999,669529.8200000001,83.77999999999997,472115.0,-144873.68000000017,27273309.17,7760.78,1.010913117103035,0.010913117103035035
0,2018-12-23,OUTLANDER 1000,4,1750,230,331.98,244.82999999999998,87.15,1223464.67,825326.15,101.98000000000002,580965.0,-182826.4800000001,27235356.37,7778.98,1.0132838348313142,0.013283834831314317
0,2018-12-23,OUTLANDER 1000,5,1750,276,402.43999999999994,304.78999999999996,97.65,1491020.2200000002,996899.33,126.43999999999994,704270.0,-210149.10999999975,27208033.740000002,7803.44,1.016469975250749,0.016469975250748982
0,2018-12-23,OUTLANDER 1000,6,1750,367,541.08,421.38,119.7,2016103.17,1335115.42,174.08000000000004,946890.0,-265902.25,27152280.6,7851.08,1.0226755242933439,0.022675524293343758
0,2018-12-23,OUTLANDER 1000,7,1750,418,618.64,486.34,132.3,2309591.92,1524437.55,200.64,1082620.0,-297465.6300000001,27120717.220000003,7877.64,1.0261352090660414,0.026135209066041422
0,2018-12-23,OUTLANDER 1000,8,1750,474,703.9100000000001,557.96,145.95000000000002,2632455.1700000004,1732494.69,229.91000000000008,1231842.5,-331882.01999999955,27086300.830000002,7906.91,1.0299478963136641,0.029947896313664204
0,2018-12-23,OUTLANDER 1000,9,1750,529,781.97,612.9200000000001,169.05,2917562.46,1927733.13,252.97000000000003,1368447.5,-378618.1699999999,27039564.68,7929.97,1.0329516738309237,0.03295167383092354
0,2018-12-23,OUTLANDER 1000,10,1750,616,915.7900000000001,727.84,187.95000000000002,3426740.3699999996,2253130.54,299.7900000000001,1602632.5,-429022.6700000004,26989160.18,7976.79,1.03905041031653,0.03905041031652991
0,2018-12-23,OUTLANDER 1000,11,1750,679,1015.18,817.78,197.4,3809437.31,2492741.35,336.17999999999995,1776565.0,-459869.04000000004,26958313.810000002,8013.18,1.04379054318093,0.04379054318093004
0,2018-12-23,OUTLANDER 1000,12,1750,753,1124.8899999999999,904.39,220.5,4219378.88,2762919.8,371.8899999999999,1968557.5,-512098.4199999999,26906084.43,8048.889999999999,1.0484420997785593,0.04844209977855932
0,2018-12-23,OUTLANDER 1000,13,1750,833,1250.75,1017.65,233.1,4703373.01,3066624.05,417.75,2188812.5,-552063.54,26866119.310000002,8094.75,1.0544157874169597,0.05441578741695975
0,2018-12-23,OUTLANDER 1000,14,1750,974,1465.28,1197.53,267.75,5515357.87,3590218.06,491.28,2564240.0,-639100.19,26779082.66,8168.28,1.0639937475576398,0.0639937475576397
0,2018-12-23,OUTLANDER 1000,15,1750,1054,1589.91,1307.46,282.45,5992429.91,3891950.21,535.9100000000001,2782342.5,-681862.7999999998,26736320.05,8212.91,1.0698072163605574,0.06980721636055752
0,2018-12-23,OUTLANDER 1000,1,2000,83,124.32,91.55,32.77,458031.37,296801.88,41.31999999999999,248640.0,-87410.51000000001,27330772.34,7718.32,1.005382310798489,0.005382310798488992
0,2018-12-23,OUTLANDER 1000,2,2000,121,183.49,139.09,44.400000000000006,679942.54,435835.31999999995,62.49000000000001,366980.0,-122872.77999999991,27295310.07,7739.49,1.0081398983978116,0.008139898397811646
0,2018-12-23,OUTLANDER 1000,3,2000,186,281.75,213.04000000000002,68.71000000000001,1043529.76,669529.8200000001,95.75,563500.0,-189500.06000000006,27228682.790000003,7772.75,1.0124723199166341,0.012472319916634101
0,2018-12-23,OUTLANDER 1000,4,2000,230,346.56000000000006,258.82000000000005,87.74000000000001,1280389.49,825326.15,116.56000000000006,693120.0,-238056.66000000003,27180126.19,7793.56,1.0151830141982545,0.015183014198254534
0,2018-12-23,OUTLANDER 1000,5,2000,276,420.51000000000005,322.20000000000005,98.31,1561641.32,996899.33,144.51000000000005,841020.0,-276278.0099999999,27141904.84,7821.51,1.0188237592809692,0.018823759280969136
0,2018-12-23,OUTLANDER 1000,6,2000,367,565.95,445.44000000000005,120.51,2113397.0,1335115.42,198.95000000000005,1131900.0,-353618.4199999999,27064564.43,7875.95,1.0259150709912725,0.02591507099127264
0,2018-12-23,OUTLANDER 1000,7,2000,418,647.29,514.1,133.19,2421715.98,1524437.55,229.28999999999996,1294580.0,-397301.57000000007,27020881.28,7906.29,1.0298671355998437,0.029867135599843685
0,2018-12-23,OUTLANDER 1000,8,2000,474,736.74,589.8100000000001,146.93,2760977.28,1732494.69,262.74,1473480.0,-444997.41000000015,26973185.44,7939.74,1.0342243063696757,0.034224306369675654
0,2018-12-23,OUTLANDER 1000,9,2000,529,818.1000000000001,647.9100000000001,170.19,3058942.7,1927733.13,289.10000000000014,1636200.0,-504990.4299999997,26913192.42,7966.1,1.0376579392992054,0.03765793929920544
0,2018-12-23,OUTLANDER 1000,10,2000,616,958.6100000000001,769.3900000000001,189.22,3594379.2,2253130.54,342.6100000000001,1917220.0,-575971.3399999999,26842211.51,8019.610000000001,1.0446281099387782,0.044628109938778186
0,2018-12-23,OUTLANDER 1000,11,2000,679,1063.19,864.46,198.73,3997487.43,2492741.35,384.19000000000005,2126380.0,-621633.9199999999,26796548.93,8061.1900000000005,1.0500442881333856,0.05004428813338544
0,2018-12-23,OUTLANDER 1000,12,2000,753,1178.0,956.01,221.98999999999998,4427386.71,2762919.8,425.0,2356000.0,-691533.0899999999,26726649.76,8102.0,1.0553601667317962,0.05536016673179627
0,2018-12-23,OUTLANDER 1000,13,2000,833,1310.4,1075.73,234.67,4937097.1,3066624.05,477.4000000000001,2620800.0,-750326.9500000002,26667855.900000002,8154.4,1.062185749641787,0.06218574964178717
0,2018-12-23,OUTLANDER 1000,14,2000,974,1535.43,1265.88,269.55,5790269.380000001,3590218.06,561.4300000000001,3070860.0,-870808.6799999992,26547374.17,8238.43,1.073131431548782,0.07313143154878209
0,2018-12-23,OUTLANDER 1000,15,2000,1054,1666.4300000000003,1382.0800000000002,284.35,6292367.4399999995,3891950.21,612.4300000000003,3332860.0,-932442.7700000005,26485740.080000002,8289.43,1.0797746515565976,0.07977465155659767
0,2018-12-23,OUTLANDER 1000,1,2250,83,129.49,96.5,32.99,478206.0,296801.88,46.49000000000001,291352.5,-109948.38,27308234.470000003,7723.49,1.0060557509443793,0.0060557509443793164
0,2018-12-23,OUTLANDER 1000,2,2250,121,191.3,146.6,44.7,710451.0,435835.31999999995,70.30000000000001,430425.0,-155809.31999999995,27262373.53,7747.3,1.0091572228735184,0.009157222873518302
0,2018-12-23,OUTLANDER 1000,3,2250,186,293.72,224.54,69.18,1090278.53,669529.8200000001,107.72000000000003,660870.0,-240121.29000000004,27178061.560000002,7784.72,1.0140315227302332,0.014031522730233167
0,2018-12-23,OUTLANDER 1000,4,2250,230,361.13,272.78999999999996,88.34,1337265.02,825326.15,131.13,812542.5,-300603.63,27117579.220000003,7808.13,1.0170808909730364,0.01708089097303634
0,2018-12-23,OUTLANDER 1000,5,2250,276,438.57,339.59,98.98,1632213.11,996899.33,162.57,986782.5,-351468.71999999986,27066714.130000003,7839.57,1.0211762407190308,0.021176240719030872
0,2018-12-23,OUTLANDER 1000,6,2250,367,590.82,469.49,121.33000000000001,2210680.96,1335115.42,223.82000000000005,1329345.0,-453779.45999999996,26964403.39,7900.82,1.0291546176892015,0.029154617689201516
0,2018-12-23,OUTLANDER 1000,7,2250,418,675.96,541.86,134.10000000000002,2533899.19,1524437.55,257.96000000000004,1520910.0,-511448.3600000001,26906734.490000002,7934.96,1.0336016673179627,0.03360166731796275
0,2018-12-23,OUTLANDER 1000,8,2250,474,769.58,621.65,147.93000000000004,2889519.12,1732494.69,295.58000000000004,1731555.0,-574530.5699999998,26843652.28,7972.58,1.0385020190178456,0.038502019017845515
0,2018-12-23,OUTLANDER 1000,9,2250,529,854.23,682.89,171.34000000000003,3200313.08,1927733.13,325.23,1922017.5,-649437.5499999998,26768745.3,8002.23,1.0423642047674873,0.042364204767487305
0,2018-12-23,OUTLANDER 1000,10,2250,616,1001.43,810.93,190.50000000000003,3762008.1799999997,2253130.54,385.42999999999995,2253217.5,-744339.8600000003,26673842.990000002,8062.43,1.0502058095610265,0.05020580956102644
0,2018-12-23,OUTLANDER 1000,11,2250,679,1111.22,911.14,200.08000000000004,4185596.71,2492741.35,432.22,2500245.0,-807389.6400000001,26610793.21,8109.22,1.0563006382701576,0.05630063827015762
0,2018-12-23,OUTLANDER 1000,12,2250,753,1231.13,1007.64,223.49000000000004,4635463.5600000005,2762919.8,478.1300000000001,2770042.5,-897498.7399999993,26520684.110000003,8155.13,1.06228083886935,0.06228083886935002
0,2018-12-23,OUTLANDER 1000,13,2250,833,1370.09,1133.83,236.26000000000005,5170959.2299999995,3066624.05,537.0899999999999,3082702.5,-978367.3200000003,26439815.53,8214.09,1.0699609222352482,0.06996092223524814
0,2018-12-23,OUTLANDER 1000,14,2250,974,1605.6200000000001,1334.24,271.38000000000005,6065309.07,3590218.06,631.6200000000001,3612645.0,-1137553.9899999998,26280628.860000003,8308.62,1.082274325908558,0.08227432590855804
0,2018-12-23,OUTLANDER 1000,15,2250,1054,1743.0,1456.72,286.28000000000003,6592472.59,3891950.21,689.0,3921750.0,-1221227.62,26196955.23,8366.0,1.0897485997134297,0.08974859971342973
0,2018-12-23,OUTLANDER 1000,1,2500,83,134.65,101.44,33.21,498341.2,296801.88,51.650000000000006,336625.0,-135085.68,27283097.17,7728.65,1.0067278884981112,0.006727888498111242
